"","Indicator.Title","Observable.Type","Indicator.Types","TTP.Type","TTP.Name","Domain","URI","IP","File.Format","Indicator.Description","Observable.Description","TTP.Description","Received.Time","New_Received_Time","Year","Country","Month"
"2586","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","augustolauar.com","http://augustolauar.com/images/.hmm/config.bin","","bin","This domain augustolauar.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=augustolauar.com].","URI: http://augustolauar.com/images/.hmm/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-04T16:05:02+00:00",2014-11-04 16:05:02,2014,"","Nov"
"2588","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.colegiuldeadministratie.ro","http://www.colegiuldeadministratie.ro/plugins/user/joomla/cfg.bin","","bin","This domain www.colegiuldeadministratie.ro has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.colegiuldeadministratie.ro].","URI: http://www.colegiuldeadministratie.ro/plugins/user/joomla/cfg.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2593","ZeuS","URI","URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","eviitekhid.com","http://107.0.100.109:8080/webalizer/opt/sujeremy77.php","","php","This domain eviitekhid.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=107.0.100.109].","URI: http://107.0.100.109:8080/webalizer/opt/sujeremy77.php | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"2600","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","chocolatesduda.com.br","http://chocolatesduda.com.br/modules/mod_banners/tmpl/three/config.bin","","bin","This domain chocolatesduda.com.br has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=chocolatesduda.com.br].","Domain: chocolatesduda.com.br | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T16:44:24+00:00",2014-10-31 16:44:24,2014,"","Oct"
"2611","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","obi.org.in","http://obi.org.in/love/mavlad/panel/config.bin","","bin","This domain obi.org.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=obi.org.in].","FileName: config.bin | FileHash: 975168e27e057ca008ad9e6bfcacdda6 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2615","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","37.59.136.101","","This IP address 37.59.136.101 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/37.59.136.101].","IPv4: 37.59.136.101 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2620","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","parketline.uni.me","http://parketline.uni.me/veron/config.bin","","bin","This domain parketline.uni.me has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=parketline.uni.me].","Domain: parketline.uni.me | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T16:44:24+00:00",2014-10-31 16:44:24,2014,"","Oct"
"2624","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","masterupdate.ru","","","","This domain masterupdate.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/masterupdate.ru].","Domain: masterupdate.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2626","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","46.4.95.149","","This IP address 46.4.95.149 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/46.4.95.149].","IPv4: 46.4.95.149 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2627","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","88.191.146.91","","This IP address 88.191.146.91 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/88.191.146.91].","IPv4: 88.191.146.91 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2652","ZeuS","URI","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://146.185.253.129/~zadmin/cent1/df.bin","146.185.253.129","bin","This IP address 146.185.253.129 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=146.185.253.129].","URI: http://146.185.253.129/~zadmin/cent1/df.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2653","ZeuS","URI","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://5.255.93.240/3/file.php","5.255.93.240","php","This IP address 5.255.93.240 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=5.255.93.240].","URI: http://5.255.93.240/3/file.php | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"2656","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","digitaldesignteam.net","http://digitaldesignteam.net/BoFo/.web/config.bin","","bin","This domain digitaldesignteam.net has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=digitaldesignteam.net].","Domain: digitaldesignteam.net | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
"2661","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://142.0.45.13/percy/panel/file.php","142.0.45.13","php","This IP address 142.0.45.13 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=142.0.45.13].","IPv4: 142.0.45.13 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"2664","ZeuS","URI","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://63.142.242.93/webalizer/xml/sujeremy77.php","63.142.242.93","php","This IP address 63.142.242.93 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=63.142.242.93].","URI: http://63.142.242.93/webalizer/xml/sujeremy77.php | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-07T16:05:02+00:00",2014-11-07 16:05:02,2014,"","Nov"
"2668","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","176.28.31.137","","This IP address 176.28.31.137 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/176.28.31.137].","IPv4: 176.28.31.137 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2672","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","amk.dynvpn.de","http://amk.dynvpn.de/zeus/config.bin","","bin","This domain amk.dynvpn.de has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=amk.dynvpn.de].","URI: http://amk.dynvpn.de/zeus/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-10T16:05:02+00:00",2014-11-10 16:05:02,2014,"","Nov"
"2673","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.dondadaski138.com","http://www.dondadaski138.com/dododo/config.bin","","bin","This domain www.dondadaski138.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.dondadaski138.com].","FileName: config.bin | FileHash: 34851f0e7ca364d0cd6c8112a064ba71 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2677","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","scootermania.com.br","http://scootermania.com.br/modlib/aes/cfg.bin","","bin","This domain scootermania.com.br has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=scootermania.com.br].","FileName: cfg.bin | FileHash: 91e59800e54304f601cbb9b5315a0287 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"2679","ZeuS","File","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://193.105.134.36/~zadmin/cfg/mini.bin","193.105.134.36","bin","This IP address 193.105.134.36 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=193.105.134.36].","FileName: mini.bin | FileHash: 9112f3b1f31d55fa5438336e16ef779d | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-04T16:05:02+00:00",2014-11-04 16:05:02,2014,"","Nov"
"2685","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","176.31.109.100","","This IP address 176.31.109.100 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/176.31.109.100].","IPv4: 176.31.109.100 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2686","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://94.242.205.226/~grovedom/log/catch~/43324/config.bin","94.242.205.226","bin","This IP address 94.242.205.226 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=94.242.205.226].","IPv4: 94.242.205.226 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T03:05:03+00:00",2014-11-06 03:05:03,2014,"","Nov"
"2694","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.al-kheer.com","http://www.al-kheer.com/wp-admin/amm/30/config.bin","","bin","This domain www.al-kheer.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.al-kheer.com].","FileName: config.bin | FileHash: bd224b27a82de3995e74ab9ff2ce599e | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2705","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","micrupdaserv.ru","","","","This domain micrupdaserv.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/micrupdaserv.ru].","Domain: micrupdaserv.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2708","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","pat.org.in","http://pat.org.in/done/paulin/panel/config.bin","","bin","This domain pat.org.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=pat.org.in].","Domain: pat.org.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2711","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","37.139.47.54","","This IP address 37.139.47.54 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/37.139.47.54].","IPv4: 37.139.47.54 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2718","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","passeportcom.fr","http://passeportcom.fr/SuiviSIO/dirrw/9vAI9JohexfKGAB/file.php","","php","This domain passeportcom.fr has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=passeportcom.fr].","Domain: passeportcom.fr | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2733","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","motorambari.com","http://motorambari.com/lite/config.bin","","bin","This domain motorambari.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=motorambari.com].","URI: http://motorambari.com/lite/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T16:44:24+00:00",2014-10-31 16:44:24,2014,"","Oct"
"2738","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","213.143.97.18","","This IP address 213.143.97.18 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/213.143.97.18].","IPv4: 213.143.97.18 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2745","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.logiseek.com","http://www.logiseek.com/2b/logi.bin","","bin","This domain www.logiseek.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.logiseek.com].","FileName: logi.bin | FileHash: ae1edefa58c55868d3727b10208bc5ae | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2748","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","62.76.40.206","","This IP address 62.76.40.206 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/62.76.40.206].","IPv4: 62.76.40.206 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2762","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.lory-oyedele.co.in","http://www.lory-oyedele.co.in/murph/config.bin","","bin","This domain www.lory-oyedele.co.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.lory-oyedele.co.in].","Domain: www.lory-oyedele.co.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"2776","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","76.74.184.23","","This IP address 76.74.184.23 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/76.74.184.23].","IPv4: 76.74.184.23 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2795","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","loveyogahealing.com","http://loveyogahealing.com/txt/config.bin","","bin","This domain loveyogahealing.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=loveyogahealing.com].","Domain: loveyogahealing.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-20T19:29:30+00:00",2014-10-20 19:29:30,2014,"","Oct"
"2807","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","41.56.113.163","","This IP address 41.56.113.163 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/41.56.113.163].","IPv4: 41.56.113.163 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2808","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://37.187.225.61/googleAD/sys.bin","37.187.225.61","bin","This IP address 37.187.225.61 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=37.187.225.61].","IPv4: 37.187.225.61 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"2810","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","syndlcatebank.co.in","http://syndlcatebank.co.in/6/serverphp/cfg.bin","","bin","This domain syndlcatebank.co.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=syndlcatebank.co.in].","URI: http://syndlcatebank.co.in/6/serverphp/cfg.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T16:44:24+00:00",2014-10-31 16:44:24,2014,"","Oct"
"2815","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","spnet.co.in","http://spnet.co.in/nets/config.bin","","bin","This domain spnet.co.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=spnet.co.in].","Domain: spnet.co.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-04T16:05:02+00:00",2014-11-04 16:05:02,2014,"","Nov"
"2818","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","amasstech.asia","http://amasstech.asia/robot/config.bin","","bin","This domain amasstech.asia has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=amasstech.asia].","Domain: amasstech.asia | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T03:05:03+00:00",2014-11-06 03:05:03,2014,"","Nov"
"2831","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","195.191.82.6","","This IP address 195.191.82.6 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/195.191.82.6].","IPv4: 195.191.82.6 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2833","Feodo","","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","37.139.23.200","","This IP address 37.139.23.200 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/37.139.23.200].","","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"2842","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.acet-belarus.net","http://www.acet-belarus.net/templates/system/config.bin","","bin","This domain www.acet-belarus.net has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.acet-belarus.net].","FileName: config.bin | FileHash: 00702b46b73c9aff66d2ace3b631285f | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"2848","ZeuS","File","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://104.192.103.41/pal/helps/file.php","104.192.103.41","php","This IP address 104.192.103.41 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=104.192.103.41].","FileName: file.php | FileHash: ce6cf228aa02f33534f3b580cb59a5ef | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"2850","ZeuS","File","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://167.160.46.100/~zadmin/3/12.bin","167.160.46.100","bin","This IP address 167.160.46.100 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=167.160.46.100].","FileName: 12.bin | FileHash: 57c6ee2dd1c7b0f8757144d6ade9cdb9 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-06T17:46:28+00:00",2014-11-06 17:46:28,2014,"","Nov"
"2855","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","pofuduk.org","http://pofuduk.org/test/rico/30/config.bin","","bin","This domain pofuduk.org has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=pofuduk.org].","Domain: pofuduk.org | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
